SKU,SM
SMPH19082217,THIOKEM 4MG CAP
SMPH19082230,ETOLIGA XR 600MG TAB
SMPH19082231,TRAMADUS CAP
SMPH19082237,ALTRAFIZ TAB
SMPH19082256,FUPERT P TAB
SMPH19082267,THIOKEM 4D CAP
SMPH19082272,CHYMOZER FORTE TAB
SMPH19082303,CALSHOT D3 TAB
SMPH19082336,FUPERT 100MG CAP
SMPH19082353,JYPSY D TAB
SMPH19082362,ULTRACET SEMI TAB
SMPH19082365,CHYMOHEAL TAB
SMPH19082379,DICLO ONE AQ 1ML INJ
SMPH19082396,FENSTUD 3MG TRANSDERMAL PATCH
SMPH19082399,VOVERAN D TAB
SMPH19082416,IBUCIN JUNIOR TAB
SMPH19082439,TRAMADOL 2 ML INJ [/GEN]
SMPH19082443,CHYMOWOCK FORTE TAB
SMPH19082450,LYSER FORTE TAB
SMPH19082451,DICLOFENAC 1ML INJ [/GEN]
SMPH19082491,NOINFLA S TAB
SMPH19082503,CALINTACT TAB
SMPH19082780,AEQUIMOL 1000MG 100ML
SMPH19082841,H MOL 75MG INJ
SMPH19082844,INDO 1 MG INJ
SMPH19082845,INDOIV 1MG INJ
SMPH19082856,MORPHITORY 10MG [1ML] INJ
SMPH19082868,NEOMOL 150 MG INJ
SMPH19082929,VOLINI SPRAY 35GM
SMPH19082953,Q ROT TAB
SMPH19082963,ACLO P TAB
SMPH19082995,ORTHOCERIN GM TAB
SMPH19083003,MYOLAX TC 8 TAB
SMPH19083010,INFLACLEAR TAB
SMPH19083011,DIKLOTAS 3ML
SMPH19083012,VETEROCOX 120MG TAB
SMPH19083027,MYOLAX GEL
SMPH19083028,ACUPA TH 8MG TAB
SMPH19083029,ALDIC MR TAB
SMPH19083030,MEGABONE SF SACHET 10.7G
SMPH19083032,THIOTAB 8MG TAB
SMPH19083034,ZANID 2 TAB
SMPH19083045,MAYOTHI SP TAB
SMPH19083051,FENCO 50MG TAB
SMPH19083059,INFLACLEAR A TAB
SMPH19083096,MAYOTHI 4MG TAB
SMPH19083162,BUE TOUCH 5MCG/HR
SMPH19083172,ACUPA GEL 20GM
SMPH19083181,PCM 100ML
SMPH19083197,D3 GOLD OD TAB
SMPH19083240,NEED PLUS TAB
SMPH19083303,MAXOMOL 100ML INJ
SMPH19083351,ACEMYOSET TAB
SMPH19083375,MYOCHIC PLUS OINT
SMPH19083382,ROSILEX LINK SOFT GELATIN CAPS
SMPH19083385,TAPINIL GEL 30GM
SMPH19083397,KETOROLAC 1ML [/GEN]
SMPH19083411,KALNASE NASAL SPRAY
SMPH19083423,ALDIGESIC P TAB
SMPH19083448,FEBUXORT 40 MG TAB
SMPH19083631,BONMAX PTH CARTRIDGE
SMPH19083707,BUE-TOUCH 10MCG PATCH
SMPH19083724,INTAGESIC SPRAY 50G
SMPH19083745,PYRONIR 100ML INJ
SMPH19083759,VERFEN 10ML INJ
SMPH19083760,VERFEN 2ML INJ
SMPH19083761,VERMOR 10MG INJ
SMPH19083762,VERMOR 10MG TAB
SMPH19083800,FENSTUD 25MCG TRANSDERMAL PATCH
SMPH19084050,ROCUROCEL 50MG/5ML INJ
SMPH19084167,ACTEMRA 400MG INJ
SMPH19019594,SEVORANE 250ML
SMPH19019597,ALPRAX TAB 0.50 MG
SMPH19019610,ATIVAN 2MG TAB
SMPH19019647,TRIKA TAB 0.5MG
SMPH19019706,ATIVAN 1MG TAB
SMPH19019782,LOX JELLY 30GM
SMPH19019783,ALPRAX TAB 0.25 MG
SMPH19019869,RESTYL 0.5MG TAB
SMPH19019932,LIBRIUM 10MG TAB
SMPH19019989,CALMPOSE 2ML INJ
SMPH19020082,TRIKA TAB 0.25MG
SMPH19020145,ANAWIN HEAVY 4ML INJ
SMPH19020187,MEZOLAM 10ML INJ
SMPH19020377,LOX 2% 30ML INJ
SMPH19020405,RESTYL 0.25MG TAB
SMPH19020415,STRESNIL 0.50 MG TAB
SMPH19020418,ANAWIN 20ML 0.5% INJ
SMPH19020454,MIDACIP NASAL SPRAY
SMPH19020455,ETILAAM PRO 20MG TAB
SMPH19020462,LIBRIUM 25MG TAB
SMPH19020529,NEOROF 20ML INJ
SMPH19020702,VALIUM 10MG TAB
SMPH19020733,XYLOCAINE 2% 30ML INJ
SMPH19020962,LOX ADRENALINE 30ML INJ
SMPH19020968,NEOROF 10ML INJ
SMPH19021018,STRESNIL 0.25 MG TAB
SMPH19021058,LOPEZ INJ
SMPH19021100,VALIUM 5MG TAB
SMPH19021215,FORANE 250ML SOLUTION
SMPH19021238,PROFOL 20ML INJ
SMPH19021241,PROFOL 50ML INJ
SMPH19021275,MIDACIP 3.5ML NASAL SPRAY
SMPH19021360,LOX SPRAY 50ML
SMPH19021489,TROYPOFOL INJ 20ML
SMPH19021619,FRESOFOL 1% 20ML
SMPH19021856,PRILOX CREAM 30GM
SMPH19021881,DEXTOMID 200MCG/2ML INJ
SMPH19021885,PROFOL 10 ML INJ
SMPH19022069,DEXTOMID 100MCG/1ML INJ
SMPH19022071,XYLOCAINE JELLY 2% 50GM
SMPH19022073,ANXOZAP 15 MG TAB
SMPH19022091,LORI 5MG 2ML INJ
SMPH19022121,ANXOZAP 10MG TAB
SMPH19022176,VALIUM 2MG TAB
SMPH19022204,BUSPIN TAB 5 MG
SMPH19022278,LOXICARD 2% 50ML INJ
SMPH19022371,ROPIN 0.75% 20ML INJ
SMPH19022457,XAMDEX 2ML INJ
SMPH19022523,ROPIN 0.2% 50ML INJ
SMPH19022676,TROYMIDATE 10ML INJ
SMPH19022677,ANXOZAP 30 MG TAB
SMPH19022723,ANAWIN 20ML 0.25% INJ
SMPH19022866,DEXTOMID 50MCG/0.5ML
SMPH19022926,HYPNODATE 10ML
SMPH19022931,DEXEM 2ML INJ
SMPH19022946,PRILOX CREAM 5GM
SMPH19022984,THIOSOL 1GM INJ
SMPH19023098,ROPIN 0.2% 20ML INJ
SMPH19023118,THIOSOL 500MG INJ
SMPH19023320,TROYPOFOL INJ 10ML
SMPH19023763,TRAPEX 1MG TAB
SMPH19023882,ANEKET 250MG 5ML INJ
SMPH19024367,MEDZOL 10ML INJ
SMPH19024469,LIDFAST JELLY 30GM
SMPH19024557,LOX VISCOUS 2% 100ML
SMPH19024930,INSED NASAL 0.5MG NASAL SPRAY
SMPH19025074,ROPIZUVA 0.75% 20ML INJ
SMPH19025157,PRILOX CREAM 10GM
SMPH19025470,MEZOLAM 5ML INJ
SMPH19025682,LOX HEAVY 2% 2ML INJ
SMPH19025788,XYNOVA 2% 30ML INJ
SMPH19025830,ZYFOL 10ML INJ
SMPH19025974,THEMICAINE GEL 2% 30GM
SMPH19026033,ROPIZUVA 0.2% 20ML INJ
SMPH19026076,MEDZOL 5ML INJ
SMPH19026088,DEXEM 1ML INJ
SMPH19026181,THEMICAINE INJ 2 % 30ML
SMPH19026609,LIDFAST 30ML INJ
SMPH19026873,XAMDEX 1ML INJ
SMPH19027342,KABIZOLAM 1MG INJ
SMPH19027772,CLORQUIK 1% 5ML INJ
SMPH19027820,ANEKET 500 MG INJ
SMPH19027910,ROPIN 0.5% 10ML INJ
SMPH19027950,ANEKET 2ML INJ
SMPH19028146,LORAWEL 2MG TAB
SMPH19028291,ROPIN 0.2% 10ML INJ
SMPH19028794,LORAWEL 1MG TAB
SMPH19029180,ROPIN 0.75% 10ML INJ
SMPH19029404,LEVO ANAWIN 0.25% 20ML INJ
SMPH19029465,LEVO ANAWIN 0.5% 10ML INJ
SMPH19033206,ATIVAN 1MG TAB
SMPH19033207,ATIVAN 2MG TAB
SMPH19033657,FENSTUD 2ML INJ
SMPH19082175,DEXEM 100 MG (DOXICYCLINE)
SMPH19082407,LOX 4% TOPICAL INJ
SMPH19082504,PROFOL SPIVA 10ML INJ
SMPH19082639,LORAZEPAM 2ML INJ [/GEN]
SMPH19082897,PROFOL 5ML INJ
SMPH19083048,FENSTUD 10ML
SMPH19083430,DEXTOMID 100MCG/1ML INJ
SMPH19083437,KETAMIN INJ
SMPH19083501,CIGNOKEN 2% 30ML INJ
SMPH19083742,PROFOL SPIVA 50ML INJ
SMPH19083743,PROFOL SPIVA 20ML INJ
SMPH19083755,SUPRANE 240ML
SMPH19044541,LANTUS 100IU 3ML CARTRIDGES
SMPH19044543,JANUMET 50/500MG TAB
SMPH19044544,GLYCOMET GP2 TAB
SMPH19044545,ISTAMET 50MG/500MG TAB
SMPH19044546,TRAJENTA 5MG TAB
SMPH19044548,JALRA M 50MG/500MG TAB
SMPH19044549,JANUMET 50/1000MG TAB
SMPH19044550,GLYCOMET GP1 TAB
SMPH19044551,GALVUS MET 50MG/500MG TAB
SMPH19044553,JARDIANCE 25MG TAB
SMPH19044554,NOVOMIX 30 PENFIL
SMPH19044556,FORXIGA 10MG TAB
SMPH19044557,JANUVIA 100MG TAB
SMPH19044558,LANTUS SOLOSTAR 100IU 3ML
SMPH19044559,HUMAN ACTRAPID 40IU INJ
SMPH19044560,NOVOMIX 30 FLEX PEN 3ML INJ
SMPH19044561,JALRA 50MG TAB
SMPH19044562,ONDERO 5MG TAB
SMPH19044563,GEMER 2MG TAB
SMPH19044564,GIBTULIO 25MG TAB
SMPH19044566,GALVUS MET 50MG/1000MG TAB
SMPH19044567,HUMINSULIN 30/70 CATRIDGE 3ML
SMPH19044569,TRESIBA FLEX TOUCH INJ
SMPH19044573,RYZODEG FLEXTOUCH
SMPH19044574,VICTOZA FLEXPEN
SMPH19044576,JARDIANCE 10MG TAB
SMPH19044577,MIXTARD 30 FLEXPEN
SMPH19044578,OXRA TAB 10 MG
SMPH19044579,AMARYL M2 TAB
SMPH19044580,ISTAMET 50MG/1000MG TAB
SMPH19044581,GLUCONORM G2 TAB
SMPH19044582,HUMALOG MIX 25 CARTRIDGE
SMPH19044583,GEMER 1MG TAB
SMPH19044584,HUMINSULIN 30/70 40IU INJ
SMPH19044585,GLYNASE MF TAB
SMPH19044586,GLIZID M TAB
SMPH19044587,SULISENT 100MG TAB
SMPH19044589,GLYCOMET TRIO 2MG TAB
SMPH19044590,DIAMICRON XR 60MG TAB
SMPH19044591,GLUCONORM G1 TAB
SMPH19044592,GLYCOMET SR 500MG TAB
SMPH19044593,JANUVIA 50MG TAB
SMPH19044594,ISTAVEL 100MG TAB
SMPH19044595,GALVUS 50MG TAB
SMPH19044597,ZITAMET PLUS 20/500 TAB
SMPH19044598,ONDERO MET 2.5/500MG TAB
SMPH19044599,NOVORAPID FLEXPEN
SMPH19044600,GLUCORED FORTE TAB
SMPH19044601,AMARYL M1 TAB
SMPH19044603,GLYCOMET GP2 FORTE TAB
SMPH19044604,HUMALOG 100IU CARTRIDGE
SMPH19044606,ZORYL-M1 TAB
SMPH19044607,GLYCIPHAGE 500MG TAB
SMPH19044608,INVOKANA 100MG TAB
SMPH19044609,RECLIMET TAB
SMPH19044610,TRAJENTA DUO 500MG TAB
SMPH19044611,GLYCOMET GP 0.5MG TAB
SMPH19044612,ZORYL-M2 TAB
SMPH19044614,GLUCONORM G2 FORTE TAB
SMPH19044615,GLYCOMET 1GM TAB SR
SMPH19044616,VOLIBO 0.3MG TAB
SMPH19044617,TRULICITY 1.5MG PFS INJ
SMPH19044618,AMARYL 2MG TAB
SMPH19044621,DYNAGLIPT TAB
SMPH19044622,ZITA PLUS 20MG TAB
SMPH19044623,GLYCOMET 500MG TAB
SMPH19044624,JALRA M 50MG/1000MG TAB
SMPH19044625,INSUGEN 30/70 40IU INJ
SMPH19044627,LIPAGLYN 4MG TAB
SMPH19044629,HUMALOG MIX 50 CARTRIDGE
SMPH19044633,TRIVOLIB TAB 2 MG
SMPH19044634,DIAMICRON XR MEX 500MG TAB
SMPH19044635,GLYKIND-M TAB
SMPH19044637,ACTRAPID HM PENFILL 100 IU 3 ML/1ML
SMPH19044638,GLUCOBAY 50MG TAB
SMPH19044640,MIXTARD 50 HM PENFILL 3ML
SMPH19044642,GLYCOMET GP 3/850 MG TAB
SMPH19044643,GLYCIPHAGE SR 1GM TAB
SMPH19044647,TENGLYN 20MG TAB
SMPH19044648,VOLIX 0.3MG TAB
SMPH19044650,ZOMELIS MET 50/500MG TAB
SMPH19044651,ZITEN-M 500/20 TAB
SMPH19044652,GLYCINORM M 80 TAB
SMPH19044655,AMARYL 1MG TAB
SMPH19044656,BASALOG 100IU CARTRIDGE
SMPH19044658,ZITEN 20MG TAB
SMPH19044659,GLYXAMBI 25/5MG TAB
SMPH19044660,TENEPRIDE 20MG TAB
SMPH19044661,BASALOG INJ 100 IU 5 ML
SMPH19044664,AMARYL M FORTE 2MG TAB
SMPH19044665,GLYCIPHAGE SR 500MG TAB
SMPH19044666,TENLIMAC 20MG TAB
SMPH19044667,ZORYL MV2 TAB
SMPH19044668,TENDIA M TAB
SMPH19044670,VOGLISTAR GM 2MG TAB
SMPH19044671,ZITAMET PLUS 20/1000 TAB
SMPH19044672,XIGDUO TAB XR 10MG/1000MG
SMPH19044675,GIBTULIO 10MG TAB
SMPH19044677,GLIMY M2 TAB
SMPH19044679,NOVOPEN 4
SMPH19044680,ISTAVEL 50MG TAB
SMPH19044683,GLYCOMET TRIO 1MG TAB
SMPH19044684,TOUJEO SOLOSTAR 300IU INJ
SMPH19044685,AJADUO TAB 25 MG/5MG
SMPH19044687,HUMINSULIN R 40IU INJ
SMPH19044689,GLUCONORM G3 FORTE TAB
SMPH19044691,GEMER DS 2 MG TAB
SMPH19044692,GLYCIPHAGE G2 TAB
SMPH19044695,GLIMISAVE M1 TAB
SMPH19044696,GLIMISAVE MV 2MG TAB
SMPH19044698,LEVEMIR FLEXPEN 100IU 3ML INJ
SMPH19044702,GLYCOMET GP1 FORTE TAB
SMPH19044703,ACTRAPID FLEXPEN INJ 100 IU 3 ML/1ML
SMPH19044706,HUMAN INSULATARD 40IU INJ
SMPH19044709,ONGLYZA TAB 5MG
SMPH19044710,RECLIDE XR 60MG TAB
SMPH19044714,RECLIMET XR 60 MG TAB
SMPH19044715,TRAJENTA DUO 1000MG TAB
SMPH19044717,TENGLYN M 500 MG TAB
SMPH19044718,AMARYL MV 2MG TAB
SMPH19044719,TRIVOLIB TAB FORTE 2MG
SMPH19044720,HUMINSULIN R 100IU CARTRIDGE 3ML
SMPH19044721,TENIVA 20MG TAB
SMPH19044722,TRIGLIMISAVE 2MG TAB
SMPH19044723,GLIMY M TAB
SMPH19044724,NOVOMIX 30 FLEX PEN 3ML INJ
SMPH19044725,VOLIBO M 0.3MG TAB
SMPH19044730,GLUCONORM SR 1GM TAB
SMPH19044734,VOLIBO 0.2 MG TAB
SMPH19044735,GLYXAMBI 10/5MG TAB
SMPH19044736,LUPISULIN M 30 CARTRIDGE 100IU 3ML
SMPH19044738,INSUGEN 30/70 REFIL
SMPH19044739,INSUGEN 30/70 INJ
SMPH19044742,GEMER FORTE 2 TAB
SMPH19044743,PIOZ MF 15MG TAB
SMPH19044744,VYSOV M 50/500MG TAB
SMPH19044745,TENLIMAC M 500MG TAB
SMPH19044747,APIDRA 3ML CATRIDGE
SMPH19044748,PPG 0.3MG TAB
SMPH19044751,TENEZA M 500MG TAB
SMPH19044753,GLUCOBAY 25MG TAB
SMPH19044757,TENIVA M TAB
SMPH19044758,HUMALOG KWIK PEN INJ
SMPH19044760,GLYCOMET GP4 FORTE TAB
SMPH19044761,AFOGLIP M 500MG TAB
SMPH19044762,HUMINSULIN 30/70 100IU INJ
SMPH19044763,GLUCONORM SR 500MG TAB
SMPH19044765,CETAPIN XR 500MG TAB
SMPH19044768,NOVORAPID 100IU INJ
SMPH19044772,GLARITUS CATRIDGE 3ML
SMPH19044773,AMARYL TAB 3 MG
SMPH19044775,ZITEN-M 1000/20 TAB
SMPH19044777,HUMALOG MIX 25 KWIK PEN
SMPH19044782,FORXIGA 5MG TAB
SMPH19044783,VOLIX 0.2MG TAB
SMPH19044786,LANTUS 100IU 10ML INJ
SMPH19044787,GLUCOBAY M 50MG TAB
SMPH19044788,TRIVOLIB TAB 1 MG
SMPH19044800,GLYCOMET 250MG TAB
SMPH19044801,KOMBIGLYZE XR 5/1000MG TAB
SMPH19044803,GLYCOMET SR 850MG TAB
SMPH19044804,XIGDUO TAB XR 10MG/500MG
SMPH19044807,GLIMISAVE M2 FORTE TAB
SMPH19044810,AMARYL M FORTE 1MG TAB
SMPH19044819,DIAMICRON MR 30MG TAB
SMPH19044820,WOSULIN 30/70 3ML CATRIDGE
SMPH19044826,KOMBIGLYZE XR 5/500MG TAB
SMPH19044827,INSUGEN R 40IU 10ML INJ
SMPH19044829,APIDRA SOLOSTAR 100IU/3ML
SMPH19044830,TENDIA M FORTE TAB
SMPH19044831,ZORYL-M3 FORTE TAB
SMPH19044832,EGLUCENT MIX 25 CATRIDGE
SMPH19044841,VOLIX M 0.3MG TAB
SMPH19044844,GEMER 0.5MG TAB
SMPH19044849,GLIMY 1MG TAB
SMPH19044851,MELMET SR 500MG TAB
SMPH19044859,TRIGLYCOMET TAB
SMPH19044862,GLIZID 80MG TAB
SMPH19044866,METSMALL SR 500MG TAB
SMPH19044879,ZORYL 1MG TAB
SMPH19044881,GLIMY 2MG TAB
SMPH19044883,LUPISULIN R 40IU 10ML INJ
SMPH19044885,HUMINSULIN 50/50 40IU INJ
SMPH19044886,ALLSTAR DEVICE
SMPH19044888,HUMALOG MIX 50 KWIK PEN
SMPH19044898,GEMER DS 3MG TAB
SMPH19044900,OXRAMET TAB XR 10 MG/500
SMPH19044901,VOLIBO M 0.2MG TAB
SMPH19044904,RECLIDE TAB 80 MG
SMPH19044906,GALVUS MET 50MG/850MG TAB
SMPH19044908,GEMER FORTE 1 TAB
SMPH19044910,OXRA TAB 5 MG
SMPH19044911,GLUCOBAY M 25MG TAB
SMPH19044913,HUMINSULIN N 40IU INJ
SMPH19044918,TRULICITY 0.75MG PFS INJ
SMPH19044919,INOGLA 20MG TAB
SMPH19044925,PIOGLIT TAB 15 MG
SMPH19044931,INOGLA M 500 TAB
SMPH19044943,GLYCINORM 80MG TAB
SMPH19044951,GLIZID MR 60MG TAB
SMPH19044952,AFOGLIP M 1000MG TAB
SMPH19044966,TENLIMAC M 1000MG TAB
SMPH19044973,BILYPSA TAB 4 MG
SMPH19044976,GLIMISAVE M1 FORTE TAB
SMPH19044981,VOLIX TRIO 1MG TAB
SMPH19044992,GLUFORMIN-XL TAB 500MG
SMPH19045001,GLYCOMET GP 1 FORTE TAB
SMPH19045006,GIBTULIO MET 12.5/500MG TAB
SMPH19045018,MELMET SR 1000MG TAB
SMPH19045021,GLYNASE 5MG TAB
SMPH19045022,GLYCIPHAGE 850MG TAB
SMPH19045026,BASALOG 100IU INJ 3ML PEN
SMPH19045027,GLUCONORM G3 TAB
SMPH19045029,TRIVOLIB TAB FORTE 1MG
SMPH19045034,VOLIX M 0.2MG TAB
SMPH19045039,GLIZID 40MG TAB
SMPH19045040,GLYCINORM OD 60MG TAB
SMPH19045041,INSULATARD HM PENFILL 3ML
SMPH19045045,METSMALL SR 1GM TAB
SMPH19045046,INSULATARD FLEXPEN 3ML INJ
SMPH19045048,XIGDUO IR 5MG/1GM TAB
SMPH19045049,RECLIDE MR 60MG TAB
SMPH19045053,RIAX M TAB XR 5MG/500MG
SMPH19045054,GP 3MG TAB
SMPH19045073,GLYCINORM M 40 TAB
SMPH19045087,TRIGLYNASE 2MG TAB
SMPH19045088,BASAGLAR CATRIDGES
SMPH19045090,REMO 100MG TAB
SMPH19045093,INSUGEN N 40IU 10ML INJ
SMPH19045095,ZORYL-M2 FORTE TAB
SMPH19045105,GLYCINORM 40MG TAB
SMPH19045108,APLEVANT 1.5MG PFS INJ
SMPH19045119,TENIVA M FORTE TAB
SMPH19045123,RECLIDE MR 30MG TAB
SMPH19045133,AZULIX MV 2/0.3 TAB
SMPH19045136,AZULIX 1MG TAB
SMPH19045137,CARBOPHAGE XR 500MG TAB
SMPH19045138,MEGAVOG 0.3MG TAB
SMPH19045155,GLARITUS DISPOPEN 3ML
SMPH19045157,RECLIDE TAB 40 MG
SMPH19045159,EGLUCENT RAPID
SMPH19045166,INOGLA M 1000 TAB
SMPH19045185,HUMINSULIN N 100IU INJ
SMPH19045197,GLIPON TAB 20 MG
SMPH19045221,APIDRA INJ 10ML
SMPH19045226,DIANORM M OD 500MG TAB
SMPH19045231,RIOMET DUO 1 MG TAB
SMPH19045243,GLYCIPHAGE 250MG TAB
SMPH19045245,HUMINSULIN N 100IU CATRIDGE 3ML
SMPH19045248,GLYCOMET GP3 FORTE TAB
SMPH19045265,HUMALOG 200 KWIK PEN INJ
SMPH19045269,EGLUCENT MIX 25 KWIK PEN
SMPH19045276,GIBTULIO MET 12.5/1GM TAB
SMPH19045293,TAGON TAB 20MG
SMPH19045296,VOLIPHAGE 0.3MG TAB
SMPH19045305,GLIMISAVE M 0.5MG TAB
SMPH19045311,CETAPIN V 0.2MG TAB
SMPH19045312,PIOGLIT TAB 30 MG
SMPH19045351,TAGON M TAB
SMPH19045361,FIASP PENFILL 3ML
SMPH19045386,FIASP FLEX TOUCH INJ
SMPH19045387,ZORYL M1 FORTE TAB
SMPH19045425,ALDONIL TAB 50 MG
SMPH19045455,REMOZEN 100MG TAB
SMPH19045470,GLARITUS 100 IU 10ML
SMPH19045489,SEMIAMARYL 0.5MG TAB
SMPH19045509,EGLUCENT KWIK PEN
SMPH19045521,MEGAVOG 0.2MG TAB
SMPH19045536,VOLIPHAGE 0.2MG TAB
SMPH19045659,ZORYL-M1 TAB
SMPH19045733,AZULIX 1MF TAB
SMPH19045901,CETAPIN V 0.3MG TAB
SMPH19046032,GEMER 3MG TAB
SMPH19046171,FIASP 100IU INJ
SMPH19046208,BETAGLIM 2MG TAB
SMPH19046214,GLITARAY M2 FORTE
SMPH19046304,BETAGLIM TAB 1 MG
SMPH19046355,VOGLOYD 3D 2.2MG TAB
SMPH19046387,GLITARAY-M2 TAB
SMPH19046416,GLITARAY M3 FORTE
SMPH19046507,GLITARAY-M1 TAB
SMPH19046537,INSUMAN RAPID 100IU/ML 3ML CATRIDGE
SMPH19046538,GLITARAY M1 FORTE
SMPH19046577,GLUCORYL M1 TAB
SMPH19046673,SEMI AMARYL M TAB
SMPH19047870,GLUCONORM G1 FORTE TAB
SMPH19082261,TAGON M FORTE TAB
SMPH19082317,MIXTARD 30HM PENFILL
SMPH19082427,HUMAN MIXTARD 40IU INJ
SMPH19082489,MYOPHAGE TAB
SMPH19082510,GEMER DS 1MG TAB
SMPH19082614,GLYCOMET GP 0.5 FORTE TAB
SMPH19082623,HUMAN MIXTARD 50 40IU INJ
SMPH19083085,CELGLIM 2MG TAB
SMPH19083086,CELGLIM 1MG TAB
SMPH19083087,VOGLIRIGHT 0.3MG TAB
SMPH19083088,CELGLIP 20MG TAB
SMPH19083089,GLIMP M1 SR TAB
SMPH19083091,TENEGEN M 500MG TAB SR
SMPH19083093,CELGLIP M 1GM TAB
SMPH19083140,GLUCORIS M2 TAB
SMPH19083205,CELGLIM 2 FORTE TAB
SMPH19083206,CELGLIM 1 FORTE TAB
SMPH19083220,GLUCORIS M1 TAB
SMPH19083296,INCYST M TAB
SMPH19083368,INTAGLIP 50MG TAB
SMPH19083369,INTAGLIP M TAB
SMPH19083370,INTAGLIP M FORTE TAB
SMPH19083388,VILDANEX 50MG TAB
SMPH19083389,VILDARAY 50MG TAB
SMPH19083390,VILDARAY M FORTE
SMPH19083391,VILDARAY M TAB
SMPH19000001,AUGMENTIN 625 DUO TAB
SMPH19000002,MONOCEF 1GM INJ
SMPH19000003,CLAVAM TAB 625MG
SMPH19000004,MIKACIN 500MG INJ
SMPH19000005,MOXIKIND CV-625
SMPH19000006,AZITHRAL 500MG TAB
SMPH19000007,ZIFI 200MG TAB
SMPH19000009,MONOCEF SB 1.5GM INJ
SMPH19000012,CEFTUM 500MG TAB
SMPH19000014,TAXIM O TAB 200 MG
SMPH19000015,MEROCRIT 1GM INJ
SMPH19000017,TARGOCID INJ 400 MG
SMPH19000018,MERONEM 1GM INJ
SMPH19000019,TAXIM 1GM INJ
SMPH19000020,MONOCEF-O 200MG TAB
SMPH19000021,MONTAZ 1GM INJ
SMPH19000023,AMBISOME INJ 50 MG
SMPH19000024,MOX 500MG CAP
SMPH19000025,AZEE 500MG TAB
SMPH19000026,MOX CLAV 625MG TAB
SMPH19000027,MEROMAC 1 GM
SMPH19000029,GUDCEF TAB 200 MG
SMPH19000031,OMNIKACIN 500 MG INJ
SMPH19000032,METROGYL 400MG TAB
SMPH19000037,CIFRAN TAB 500 MG
SMPH19000041,MONOCEF 500MG INJ
SMPH19000042,NORFLOX TAB 400 MG
SMPH19000043,TAZACT 4.5GM INJ
SMPH19000044,MEGAPEN 500MG CAP
SMPH19000046,ROXID 150MG TAB
SMPH19000047,TAXIM 500MG INJ
SMPH19000049,ALTHROCIN TAB 250 MG
SMPH19000050,PHEXIN 500MG CAP
SMPH19000051,AUGMENTIN DDS 30ML SYP
SMPH19000052,CIPLOX TAB 500 MG
SMPH19000053,SPORIDEX CAP 500MG
SMPH19000054,AUGMENTIN DUO 1GM TAB
SMPH19000055,ALTHROCIN TAB 500 MG
SMPH19000057,AZITHRAL 250MG TAB
SMPH19000058,SUPACEF 1.5GM INJ
SMPH19000060,MEROTROL 1GM INJ
SMPH19000064,CEFBACT 1GM INJ
SMPH19000065,CEPODEM TAB 200 MG
SMPH19000067,CEPODEM XP 325MG TAB
SMPH19000068,DOXY 1 L DR FORTE CAP
SMPH19000069,DOXT-SL CAP
SMPH19000070,MONOCEF-O 50MG SYP
SMPH19000071,DALACIN C 300MG CAP
SMPH19000081,ZOCEF 500 MG TAB
SMPH19000083,FALCIGO 60MG INJ
SMPH19000084,CLARIBID TAB 500 MG
SMPH19000085,MONOCEF 250MG INJ
SMPH19000086,MIKACIN 250MG INJ
SMPH19000087,FAROBACT 200MG TAB
SMPH19000090,CEFTAS 200MG TAB
SMPH19000091,VIRADAY TAB
SMPH19000092,CLAVAM 1.2GM INJ
SMPH19000098,TENVIR 300MG TAB
SMPH19000100,XYLISTIN FORTE 2MIU INJ
SMPH19000101,NOVAMOX 500MG CAP
SMPH19000104,MONOCEF-O 100 SYP 30ML
SMPH19000105,DALACIN C 600MG INJ
SMPH19000106,MONOCEF O CV 200 MG TAB
SMPH19000107,ZIFI-O TAB
SMPH19000109,FARONEM 200MG TAB
SMPH19000115,OFRAMAX FORTE 1.5GM INJ
SMPH19000116,AUGMENTIN INJ 1.2GM
SMPH19000117,CEFTUM 250MG TAB
SMPH19000119,LIZOLID 600MG TAB
SMPH19000120,BANOCIDE FORTE TAB
SMPH19000121,XYLISTIN 4.5MIU INJ
SMPH19000122,RCINEX 450 MG CAP
SMPH19000123,LEVOFLOX 500MG/100ML INJ
SMPH19000124,XYLISTIN 1MIU INJ
SMPH19000125,AUGMENTIN 375MG TAB
SMPH19000126,CLAVAM TAB 375MG
SMPH19000128,AUGMENTIN DUO SYP 30ML
SMPH19000129,ANTIFLU 75MG CAP
SMPH19000130,AKURIT 4 TAB
SMPH19000134,GENTICYN 80MG INJ
SMPH19000138,MOXCLAV-DS 457 30ML SYP
SMPH19000140,ZENFLOX 200MG TAB
SMPH19000141,M-NEM 1GM INJ
SMPH19000142,MIKACIN 100MG INJ
SMPH19000143,TAXIM O DRY 50MG 30ML SYP
SMPH19000146,CLAVAM FORTE DRY SYP 30ML
SMPH19000147,TAXIM O DROPS 10ML
SMPH19000148,ZOCEF CV 500MG TAB
SMPH19000154,MAGNEX 1GM INJ
SMPH19000155,DUONEM ER 300MG TAB
SMPH19000156,ADVENT FORTE DRY SYRUP 30ML
SMPH19000158,VONAVIR TAB
SMPH19000159,LEVOFLOX 500MG TAB
SMPH19000160,INVANZ 1GM INJ
SMPH19000161,LINID 600MG TAB
SMPH19000162,MILIXIM 200MG TAB
SMPH19000163,ZANOCIN 200MG TAB
